DEFAULT, 926, 1421 
DEFAULT, 929, 1650 
DEFAULT, 930, 1651 
DEFAULT, 933, 1652 
DEFAULT, 935, 1653 
DEFAULT, 938, 1654 
DEFAULT, 940, 1655 
DEFAULT, 946, 1656 
DEFAULT, 950, 1413 
DEFAULT, 952, 1658 
DEFAULT, 953, 1659 
DEFAULT, 955, 1660 
DEFAULT, 959, 1661 
DEFAULT, 966, 1662 
DEFAULT, 968, 1663 
DEFAULT, 970, 1664 
DEFAULT, 974, 1169 
DEFAULT, 977, 1666 
DEFAULT, 982, 1667 
DEFAULT, 987, 1668 
DEFAULT, 991, 1669 
DEFAULT, 992, 1003 
DEFAULT, 999, 1671 
DEFAULT, 1007, 1672 
DEFAULT, 1013, 1673 
DEFAULT, 1019, 1674 
DEFAULT, 1023, 1675 
DEFAULT, 1024, 1676 
DEFAULT, 1025, 1677 
DEFAULT, 1031, 1678 
DEFAULT, 1032, 981 
DEFAULT, 1041, 1680 
DEFAULT, 1044, 1681 
DEFAULT, 1056, 1682 
DEFAULT, 1057, 1683 
DEFAULT, 1062, 1684 
DEFAULT, 1070, 976 
DEFAULT, 1072, 1686 
DEFAULT, 1083, 1687 
DEFAULT, 1084, 1688 
DEFAULT, 1085, 1689 
DEFAULT, 1065, 1690 
DEFAULT, 1089, 1682 
DEFAULT, 1090, 1169 
DEFAULT, 1096, 1693 
DEFAULT, 1107, 1694 
DEFAULT, 1108, 1695 
DEFAULT, 1112, 1696 
DEFAULT, 1113, 1697 
DEFAULT, 1115, 1698 
DEFAULT, 1124, 1699 
DEFAULT, 1072, 1681 
DEFAULT, 1127, 1690 
DEFAULT, 1136, 1702 
DEFAULT, 1138, 1678 
DEFAULT, 1141, 1675 
DEFAULT, 1127, 1697 
DEFAULT, 999, 1671 
DEFAULT, 1136, 1702 
DEFAULT, 1151, 1664 
DEFAULT, 1155, 1658 
DEFAULT, 1157, 1666 
DEFAULT, 1159, 1711 
DEFAULT, 1162, 1697 
DEFAULT, 1164, 1169 
DEFAULT, 1166, 1714 
DEFAULT, 1171, 1715 
DEFAULT, 1177, 1003 
DEFAULT, 1138, 1678 
DEFAULT, 1023, 1675 
DEFAULT, 1181, 1719 
DEFAULT, 1182, 927 
DEFAULT, 1072, 1681 
DEFAULT, 1185, 1689 
DEFAULT, 1196, 1680 
DEFAULT, 1198, 1669 
DEFAULT, 1210, 1725 
DEFAULT, 1211, 1689 
DEFAULT, 1222, 1658 
DEFAULT, 1227, 1673 
DEFAULT, 974, 1169 
DEFAULT, 1162, 1697 
DEFAULT, 992, 1003 
DEFAULT, 1233, 1732 
DEFAULT, 1239, 1658 
DEFAULT, 1247, 1652 
DEFAULT, 1112, 1696 
DEFAULT, 1252, 1690 
DEFAULT, 1253, 1714 
DEFAULT, 1258, 1738 
DEFAULT, 1260, 1739 
DEFAULT, 1263, 1740 
DEFAULT, 1264, 1690 
DEFAULT, 1267, 1656 
DEFAULT, 1272, 1689 
DEFAULT, 1064, 1669 
DEFAULT, 1253, 1714 
DEFAULT, 1283, 1738 
DEFAULT, 1285, 1715 
DEFAULT, 1007, 1672 
DEFAULT, 1291, 1664 
DEFAULT, 1296, 1714 
DEFAULT, 1297, 1575 
DEFAULT, 1299, 1752 
DEFAULT, 1301, 1681 
DEFAULT, 1304, 1673 
DEFAULT, 1306, 1654 
DEFAULT, 1307, 1697 
DEFAULT, 1311, 1666 
DEFAULT, 1323, 1689 
DEFAULT, 1327, 1759 
DEFAULT, 1330, 1169 
DEFAULT, 1334, 1761 
DEFAULT, 1336, 1762 
DEFAULT, 1337, 1658 
DEFAULT, 1339, 1764 
DEFAULT, 1344, 1714 
DEFAULT, 1345, 1690 
DEFAULT, 1346, 1767 
DEFAULT, 1351, 1664 
DEFAULT, 1356, 1673 
DEFAULT, 1358, 1680 
DEFAULT, 1359, 1690 
DEFAULT, 1362, 1772 
DEFAULT, 1374, 976 
DEFAULT, 1376, 1021 
DEFAULT, 1377, 1775 
DEFAULT, 1386, 1678 
DEFAULT, 1387, 1777 
DEFAULT, 1388, 1778 
DEFAULT, 1389, 1169 
DEFAULT, 1391, 1265 
DEFAULT, 1394, 1781 
DEFAULT, 1397, 1677 
DEFAULT, 1400, 1669 
DEFAULT, 1199, 1784 
DEFAULT, 1404, 976 
DEFAULT, 1410, 1689 
DEFAULT, 1411, 1787 
DEFAULT, 1412, 1788 
DEFAULT, 1422, 1789 
DEFAULT, 1432, 1790 
DEFAULT, 1435, 1673 
DEFAULT, 1437, 1690 
DEFAULT, 1442, 1793 
DEFAULT, 1096, 1693 
DEFAULT, 1452, 1795 
DEFAULT, 1456, 1796 
DEFAULT, 1464, 1797 
DEFAULT, 1471, 1690 
DEFAULT, 1475, 1799 
DEFAULT, 1477, 1732 
DEFAULT, 1247, 1652 
DEFAULT, 1484, 1802 
DEFAULT, 1486, 1803 
DEFAULT, 953, 1659 
DEFAULT, 1493, 1673 
DEFAULT, 1496, 1714 
DEFAULT, 1307, 1807 
DEFAULT, 1041, 1808 
DEFAULT, 1506, 1714 
DEFAULT, 929, 1650 
DEFAULT, 1514, 1811 
DEFAULT, 1515, 1666 
DEFAULT, 1516, 1790 
DEFAULT, 1523, 1690 
DEFAULT, 1311, 1666 
DEFAULT, 1528, 1658 
DEFAULT, 1529, 976 
DEFAULT, 1391, 1265 
DEFAULT, 1387, 1777 
DEFAULT, 1537, 1732 
DEFAULT, 1538, 1664 
DEFAULT, 1496, 1714 
DEFAULT, 1157, 1666 
DEFAULT, 1090, 1169 
DEFAULT, 1044, 1681 
DEFAULT, 1555, 1664 
DEFAULT, 1558, 1761 
DEFAULT, 1566, 1673 
DEFAULT, 1568, 1654 
DEFAULT, 1171, 1715 
DEFAULT, 1576, 1680 
DEFAULT, 1198, 1832 
DEFAULT, 1089, 1682 
DEFAULT, 1583, 1690 
DEFAULT, 1339, 1764 
DEFAULT, 959, 1797 
DEFAULT, 1522, 1837 
DEFAULT, 955, 1672 
DEFAULT, 1602, 1839 
DEFAULT, 1603, 1658 
DEFAULT, 1239, 1841 
DEFAULT, 1609, 1790 
DEFAULT, 1291, 1664 
DEFAULT, 1613, 1844 
DEFAULT, 1620, 1807 
DEFAULT, 1621, 1666 
DEFAULT, 1622, 1664 
DEFAULT, 1631, 1664 
DEFAULT, 1377, 1775 
DEFAULT, 1388, 1778 
DEFAULT, 1639, 1658 
DEFAULT, 1640, 1664 
DEFAULT, 1643, 1853 
DEFAULT, 1061, 1664 
